"childid","country","sex","enrolled","dropout","mother_edu","father_edu","ppvt_score","hhsize","region","typesite"
"IN180093","India",1,1,0,NA,-Inf,39,6,"23","2"
"IN180094","India",1,1,0,-Inf,-Inf,35,5,"23","2"
"IN180095","India",0,1,0,-Inf,-Inf,27,5,"23","1"
"IN180096","India",0,1,0,NA,-Inf,39,10,"23","2"
"IN180097","India",1,1,0,NA,-Inf,54,13,"23","2"
"IN180098","India",1,1,0,NA,-Inf,95,5,"23","2"
"IN180099","India",0,1,0,NA,-Inf,88,6,"23","2"
"IN180100","India",1,1,0,NA,-Inf,47,16,"23","2"
"IN190001","India",0,1,0,NA,-Inf,37,7,"23","2"
"IN190002","India",1,1,0,NA,-Inf,32,4,"23","2"
"IN190003","India",0,1,0,NA,-Inf,34,8,"23","2"
"IN190004","India",0,1,0,NA,-Inf,33,5,"23","2"
"IN190005","India",1,1,0,NA,-Inf,35,6,"23","2"
"IN190006","India",1,1,0,NA,-Inf,27,7,"23","2"
"IN190007","India",1,1,0,NA,-Inf,46,6,"23","2"
"IN190008","India",0,1,0,NA,-Inf,40,6,"23","2"
"IN190009","India",1,1,0,NA,-Inf,63,5,"23","2"
"IN190010","India",0,1,0,NA,-Inf,43,6,"23","2"
"IN190011","India",0,1,0,NA,-Inf,41,3,"23","2"
"IN190012","India",1,1,0,NA,-Inf,52,6,"23","2"
"IN190013","India",1,1,0,NA,-Inf,46,5,"23","2"
"IN190014","India",1,1,0,NA,-Inf,43,6,"23","2"
"IN190015","India",1,1,0,NA,-Inf,32,6,"23","2"
"IN190016","India",0,1,0,NA,-Inf,37,5,"23","2"
"IN190017","India",1,1,0,2,-Inf,64,8,"23","2"
"IN190018","India",1,1,0,NA,-Inf,40,11,"23","2"
"IN190020","India",1,1,0,NA,-Inf,32,4,"23","2"
"IN190021","India",0,0,1,NA,-Inf,44,5,"23","2"
"IN190022","India",1,1,0,NA,-Inf,41,7,"23","2"
"IN190023","India",0,1,0,NA,-Inf,45,6,"23","2"
"IN190024","India",1,1,0,NA,-Inf,41,7,"23","2"
"IN190025","India",0,1,0,NA,-Inf,45,11,"23","2"
"IN190026","India",0,1,0,NA,-Inf,32,6,"23","2"
"IN190027","India",0,1,0,NA,-Inf,45,6,"23","2"
"IN190029","India",1,1,0,NA,-Inf,72,7,"23","2"
"IN190030","India",1,1,0,NA,-Inf,57,7,"23","2"
"IN190031","India",1,1,0,NA,-Inf,31,7,"23","2"
"IN190032","India",1,1,0,NA,-Inf,39,5,"23","2"
"IN190033","India",0,1,0,NA,-Inf,39,10,"23","2"
"IN190034","India",0,1,0,NA,-Inf,33,6,"23","2"
"IN190035","India",1,1,0,NA,-Inf,34,5,"23","2"
"IN190036","India",0,1,0,NA,-Inf,33,6,"23","2"
"IN190037","India",0,1,0,NA,-Inf,40,13,"23","2"
"IN190038","India",1,1,0,NA,-Inf,31,9,"23","2"
"IN190039","India",0,1,0,NA,-Inf,36,7,"23","2"
"IN190040","India",0,1,0,NA,-Inf,126,4,"23","2"
"IN190041","India",1,1,0,NA,-Inf,44,6,"23","2"
"IN190042","India",1,1,0,NA,-Inf,45,7,"23","2"
"IN190043","India",0,1,0,NA,-Inf,34,5,"23","2"
"IN190044","India",0,1,0,NA,-Inf,25,6,"23","2"
"IN190045","India",1,1,0,NA,-Inf,48,4,"23","2"
"IN190046","India",1,1,0,NA,-Inf,36,5,"23","2"
"IN190047","India",0,1,0,NA,-Inf,72,8,"23","2"
"IN190049","India",1,1,0,NA,-Inf,34,6,"23","2"
"IN190050","India",0,1,0,NA,-Inf,37,4,"23","2"
"IN190051","India",1,1,0,NA,-Inf,43,11,"23","2"
"IN190052","India",0,1,0,NA,-Inf,41,4,"23","2"
"IN190053","India",0,1,0,NA,-Inf,42,4,"23","2"
"IN190054","India",1,1,0,NA,-Inf,124,4,"23","2"
"IN190055","India",1,1,0,NA,-Inf,42,6,"23","2"
"IN190056","India",1,1,0,NA,-Inf,30,5,"23","2"
"IN190057","India",0,1,0,NA,-Inf,29,7,"23","2"
"IN190058","India",0,1,0,NA,-Inf,36,3,"23","2"
"IN190059","India",1,1,0,NA,-Inf,41,11,"23","2"
"IN190060","India",1,1,0,NA,-Inf,40,5,"23","2"
"IN190061","India",0,1,0,NA,-Inf,63,5,"23","2"
"IN190062","India",0,1,0,-Inf,-Inf,41,5,"23","2"
"IN190063","India",1,1,0,NA,-Inf,67,5,"23","2"
"IN190064","India",1,1,0,NA,-Inf,41,8,"23","2"
"IN190065","India",1,1,0,NA,-Inf,33,5,"23","2"
"IN190066","India",1,1,0,NA,-Inf,40,7,"23","2"
"IN190067","India",1,0,1,NA,-Inf,38,5,"23","2"
"IN190068","India",0,1,0,NA,-Inf,38,6,"23","2"
"IN190069","India",0,1,0,NA,-Inf,54,2,"23","2"
"IN190070","India",0,0,1,NA,-Inf,33,5,"23","2"
"IN190071","India",0,1,0,NA,-Inf,25,6,"23","2"
"IN190072","India",0,0,1,-Inf,-Inf,32,6,"23","2"
"IN190073","India",1,1,0,NA,-Inf,57,14,"23","2"
"IN190074","India",0,0,1,NA,-Inf,NA,6,"23","2"
"IN190075","India",1,1,0,NA,-Inf,35,6,"23","2"
"IN190076","India",1,1,0,NA,-Inf,56,7,"23","2"
"IN190077","India",1,1,0,NA,-Inf,37,4,"23","2"
"IN190078","India",0,1,0,-Inf,-Inf,42,6,"23","2"
"IN190079","India",1,1,0,NA,-Inf,39,6,"23","2"
"IN190080","India",0,1,0,NA,-Inf,35,5,"23","2"
"IN190081","India",1,1,0,NA,-Inf,33,6,"23","2"
"IN190082","India",0,1,0,NA,-Inf,36,4,"23","2"
"IN190083","India",0,1,0,NA,-Inf,35,6,"23","2"
"IN190084","India",1,1,0,NA,-Inf,42,8,"23","2"
"IN190085","India",1,1,0,NA,-Inf,35,8,"23","2"
"IN190086","India",0,1,0,NA,-Inf,66,5,"23","2"
"IN190087","India",1,1,0,NA,-Inf,82,6,"23","2"
"IN190088","India",1,1,0,NA,-Inf,32,5,"23","2"
"IN190089","India",1,1,0,NA,-Inf,36,3,"23","2"
"IN190090","India",1,1,0,NA,-Inf,49,7,"23","2"
"IN190091","India",1,1,0,NA,-Inf,39,6,"23","2"
"IN190092","India",1,1,0,NA,-Inf,36,7,"23","2"
"IN190093","India",1,1,0,-Inf,-Inf,36,11,"23","2"
"IN190094","India",1,1,0,NA,-Inf,56,5,"23","2"
"IN190095","India",0,1,0,NA,-Inf,45,2,"23","2"
"IN190096","India",0,1,0,NA,-Inf,38,6,"23","2"
"IN190097","India",0,1,0,NA,-Inf,33,3,"23","2"
"IN190098","India",0,1,0,NA,-Inf,48,5,"23","2"
"IN190099","India",0,1,0,NA,-Inf,37,6,"23","2"
"IN190100","India",0,1,0,NA,-Inf,41,6,"23","2"
"IN200001","India",1,1,0,NA,-Inf,37,4,"23","1"
"IN200002","India",1,1,0,NA,-Inf,48,5,"23","2"
"IN200003","India",0,1,0,NA,-Inf,74,5,"23","1"
"IN200004","India",0,1,0,NA,-Inf,36,3,"23","1"
"IN200005","India",0,1,0,NA,-Inf,30,5,"23","1"
"IN200006","India",0,1,0,NA,-Inf,85,5,"23","1"
"IN200007","India",1,1,0,NA,-Inf,72,4,"23","1"
"IN200008","India",1,1,0,NA,-Inf,24,5,"23","1"
"IN200009","India",1,1,0,NA,-Inf,75,3,"23","1"
"IN200010","India",0,1,0,NA,-Inf,52,4,"23","1"
"IN200011","India",0,1,0,NA,-Inf,72,4,"23","1"
"IN200012","India",1,1,0,NA,-Inf,72,3,"23","2"
"IN200013","India",0,1,0,NA,-Inf,42,5,"23","1"
"IN200014","India",0,1,0,NA,-Inf,37,3,"23","1"
"IN200015","India",0,1,0,NA,-Inf,40,6,"23","1"
"IN200016","India",0,1,0,NA,-Inf,36,5,"23","1"
"IN200017","India",1,1,0,NA,-Inf,116,5,"23","1"
"IN200018","India",0,1,0,NA,-Inf,72,4,"23","1"
"IN200019","India",0,1,0,NA,-Inf,73,5,"23","1"
"IN200020","India",0,1,0,NA,-Inf,63,6,"23","1"
"IN200021","India",1,1,0,NA,-Inf,57,5,"23","1"
"IN200022","India",1,1,0,NA,-Inf,42,3,"23","1"
"IN200023","India",1,1,0,NA,-Inf,110,7,"23","1"
"IN200024","India",1,1,0,NA,-Inf,30,4,"23","1"
"IN200025","India",1,1,0,NA,-Inf,42,4,"23","1"
"IN200026","India",1,1,0,NA,-Inf,39,4,"23","1"
"IN200027","India",0,1,0,NA,-Inf,14,4,"23","1"
"IN200028","India",0,1,0,NA,-Inf,30,6,"23","1"
"IN200029","India",0,1,0,NA,-Inf,79,5,"23","1"
"IN200030","India",1,1,0,NA,-Inf,26,5,"23","1"
"IN200031","India",1,1,0,NA,-Inf,56,5,"23","2"
"IN200032","India",1,1,0,NA,-Inf,37,4,"23","1"
"IN200033","India",1,1,0,NA,-Inf,90,4,"23","1"
"IN200034","India",0,1,0,NA,-Inf,67,5,"23","1"
"IN200035","India",0,1,0,NA,-Inf,43,4,"23","1"
"IN200036","India",1,1,0,NA,-Inf,44,5,"23","1"
"IN200038","India",0,1,0,NA,-Inf,39,15,"23","1"
"IN200039","India",1,1,0,NA,-Inf,51,4,"23","1"
"IN200040","India",1,1,0,NA,-Inf,42,4,"23","1"
"IN200041","India",1,1,0,NA,-Inf,47,4,"23","1"
"IN200042","India",1,1,0,NA,-Inf,126,4,"23","1"
"IN200043","India",0,1,0,NA,-Inf,50,4,"23","1"
"IN200044","India",1,1,0,NA,-Inf,36,4,"23","1"
"IN200045","India",0,1,0,NA,-Inf,128,4,"23","1"
"IN200047","India",0,1,0,NA,-Inf,50,5,"23","1"
"IN200048","India",0,1,0,NA,-Inf,39,5,"23","1"
"IN200049","India",1,1,0,NA,-Inf,118,5,"23","1"
"IN200051","India",1,1,0,NA,-Inf,98,8,"21","1"
"IN200052","India",0,1,0,NA,-Inf,47,5,"23","1"
"IN200053","India",0,1,0,NA,-Inf,36,4,"23","1"
"IN200054","India",0,1,0,NA,-Inf,44,5,"23","1"
"IN200056","India",1,1,0,NA,-Inf,37,4,"23","1"
"IN200057","India",1,1,0,NA,-Inf,141,4,"23","1"
"IN200058","India",1,1,0,NA,-Inf,78,4,"23","1"
"IN200060","India",1,1,0,NA,-Inf,101,4,"23","1"
"IN200061","India",0,1,0,NA,-Inf,41,6,"23","1"
"IN200062","India",0,1,0,NA,-Inf,39,10,"23","1"
"IN200063","India",1,1,0,NA,-Inf,61,6,"23","1"
"IN200064","India",1,1,0,NA,-Inf,59,5,"23","1"
"IN200065","India",0,1,0,NA,-Inf,38,18,"23","1"
"IN200066","India",0,1,0,NA,-Inf,73,5,"21","1"
"IN200067","India",1,1,0,NA,-Inf,29,4,"23","1"
"IN200069","India",0,1,0,NA,-Inf,60,3,"23","1"
"IN200070","India",1,1,0,NA,-Inf,48,4,"23","1"
"IN200071","India",1,1,0,NA,-Inf,39,5,"23","1"
"IN200072","India",0,1,0,NA,-Inf,70,6,"23","1"
"IN200074","India",0,1,0,NA,-Inf,58,5,"23","1"
"IN200075","India",1,1,0,NA,-Inf,125,4,"23","1"
"IN200076","India",1,1,0,NA,-Inf,81,6,"23","1"
"IN200077","India",0,1,0,NA,-Inf,109,5,"23","1"
"IN200078","India",1,1,0,NA,-Inf,49,6,"23","1"
"IN200079","India",1,1,0,NA,-Inf,109,4,"23","1"
"IN200080","India",1,1,0,NA,-Inf,84,10,"23","1"
"IN200081","India",0,1,0,NA,-Inf,54,4,"23","1"
"IN200082","India",0,1,0,NA,-Inf,32,10,"23","1"
"IN200083","India",1,1,0,NA,-Inf,33,19,"23","1"
"IN200084","India",1,1,0,NA,-Inf,168,3,"23","1"
"IN200085","India",1,1,0,NA,-Inf,35,6,"23","1"
"IN200086","India",0,1,0,NA,-Inf,114,7,"23","1"
"IN200087","India",1,1,0,NA,-Inf,65,7,"23","1"
"IN200088","India",1,1,0,NA,-Inf,50,16,"23","1"
"IN200091","India",1,1,0,NA,-Inf,25,7,"23","1"
"IN200092","India",1,1,0,NA,-Inf,50,7,"23","1"
"IN200093","India",1,1,0,NA,-Inf,26,8,"23","1"
"IN200094","India",1,1,0,NA,-Inf,135,9,"23","1"
"IN200096","India",0,1,0,NA,-Inf,27,7,"23","1"
"IN200098","India",0,1,0,NA,-Inf,32,6,"23","1"
"IN200099","India",1,1,0,NA,-Inf,82,6,"23","1"
"IN200100","India",1,1,0,NA,-Inf,100,5,"23","1"
"IN200101","India",1,1,0,NA,-Inf,47,6,"23","1"
"IN200105","India",1,1,0,NA,-Inf,43,8,"23","1"
"PE011001","Peru",0,1,0,NA,NA,80,6,"31","1"
"PE011002","Peru",0,1,0,NA,NA,47,4,"31","1"
"PE011003","Peru",1,1,0,NA,NA,65,4,"31","1"
"PE011004","Peru",1,1,0,NA,NA,72,4,"31","1"
"PE011005","Peru",1,1,0,NA,NA,55,6,"31","1"
"PE011006","Peru",0,1,0,NA,NA,47,4,"31","1"
"PE011007","Peru",0,1,0,NA,NA,65,5,"31","1"
"PE011008","Peru",1,1,0,NA,NA,72,5,"31","1"
"PE011009","Peru",1,1,0,NA,NA,73,5,"31","1"
"PE011010","Peru",1,1,0,NA,NA,29,7,"31","1"
"PE011011","Peru",0,1,0,NA,NA,13,5,"31","1"
"PE011012","Peru",0,1,0,NA,NA,63,5,"31","1"
"PE011013","Peru",0,1,0,NA,NA,54,6,"31","1"
"PE011014","Peru",1,1,0,NA,NA,40,6,"31","2"
"PE011015","Peru",1,1,0,NA,NA,71,4,"31","2"
"PE011016","Peru",1,1,0,NA,NA,54,4,"31","1"
"PE011017","Peru",1,1,0,NA,NA,70,4,"31","1"
"PE011018","Peru",0,1,0,NA,NA,45,8,"31","1"
"PE011019","Peru",1,1,0,NA,NA,72,5,"31","1"
"PE011020","Peru",1,1,0,NA,NA,76,3,"31","1"
"PE011021","Peru",0,1,0,NA,NA,72,6,"31","1"
"PE011022","Peru",1,1,0,NA,NA,61,6,"31","1"
"PE011023","Peru",1,1,0,NA,NA,65,4,"31","1"
"PE011024","Peru",0,1,0,NA,NA,69,4,"31","1"
"PE011025","Peru",1,1,0,NA,NA,71,4,"31","1"
"PE011026","Peru",1,1,0,NA,NA,62,6,"31","1"
"PE011027","Peru",0,1,0,NA,NA,61,7,"31","1"
"PE011028","Peru",0,1,0,NA,NA,66,5,"31","1"
"PE011029","Peru",0,1,0,NA,NA,51,4,"31","1"
"PE011030","Peru",1,1,0,NA,NA,67,6,"31","1"
"PE011031","Peru",0,1,0,NA,NA,66,3,"31","1"
"PE011032","Peru",0,1,0,NA,NA,79,6,"31","1"
"PE011033","Peru",1,1,0,NA,NA,51,11,"31","1"
"PE011034","Peru",1,1,0,NA,NA,55,9,"31","1"
"PE011035","Peru",0,1,0,NA,NA,67,8,"31","1"
"PE011036","Peru",1,1,0,NA,NA,51,8,"31","1"
"PE011037","Peru",1,1,0,NA,NA,67,5,"31","1"
"PE011038","Peru",1,1,0,NA,NA,70,4,"31","1"
"PE011039","Peru",1,1,0,NA,NA,41,5,"31","1"
"PE011040","Peru",0,1,0,NA,NA,50,8,"31","1"
"PE011041","Peru",1,1,0,NA,NA,72,3,"31","2"
"PE011042","Peru",1,1,0,NA,NA,49,4,"31","1"
"PE011043","Peru",0,1,0,NA,NA,49,5,"31","1"
"PE011044","Peru",1,1,0,NA,NA,49,6,"31","1"
"PE011045","Peru",0,1,0,NA,NA,75,5,"31","1"
"PE011046","Peru",1,1,0,NA,NA,57,5,"31","1"
"PE011047","Peru",0,1,0,NA,NA,75,4,"31","1"
"PE011048","Peru",0,1,0,NA,NA,86,4,"31","1"
"PE011049","Peru",1,1,0,NA,NA,87,5,"31","1"
"PE011050","Peru",0,1,0,NA,NA,65,3,"31","1"
"PE011051","Peru",0,1,0,NA,NA,67,7,"31","1"
"PE011052","Peru",1,1,0,NA,NA,85,9,"31","1"
"PE011053","Peru",0,1,0,NA,NA,57,5,"31","1"
"PE011054","Peru",1,1,0,NA,NA,66,5,"31","1"
"PE011055","Peru",0,1,0,NA,NA,65,4,"31","1"
"PE011056","Peru",0,1,0,NA,NA,96,7,"31","1"
"PE011057","Peru",1,1,0,NA,NA,58,6,"31","1"
"PE011059","Peru",0,1,0,NA,NA,73,5,"31","1"
"PE011060","Peru",NA,1,0,NA,NA,NA,3,"31","1"
"PE011061","Peru",1,1,0,NA,NA,79,5,"31","1"
"PE011062","Peru",0,1,0,NA,NA,87,5,"31","1"
"PE011063","Peru",0,1,0,NA,NA,61,4,"31","1"
"PE011064","Peru",NA,1,0,NA,NA,NA,4,"31","1"
"PE011065","Peru",1,1,0,NA,NA,48,4,"31","1"
"PE011066","Peru",0,1,0,NA,NA,48,5,"31","1"
"PE011067","Peru",1,1,0,NA,NA,NA,4,"31","1"
"PE011068","Peru",0,1,0,NA,NA,57,2,"31","1"
"PE011069","Peru",1,1,0,NA,NA,80,5,"31","1"
"PE011070","Peru",NA,1,0,NA,NA,NA,6,"31","1"
"PE011071","Peru",1,1,0,NA,NA,65,3,"31","1"
"PE011072","Peru",1,1,0,NA,NA,51,4,"31","1"
"PE011073","Peru",1,1,0,NA,NA,68,3,"31","1"
"PE011074","Peru",1,1,0,NA,NA,86,5,"31","1"
"PE011075","Peru",1,1,0,NA,NA,41,4,"31","1"
"PE011076","Peru",0,1,0,NA,NA,61,9,"31","1"
"PE011077","Peru",0,1,0,NA,NA,52,4,"31","1"
"PE011078","Peru",0,1,0,NA,NA,26,2,"31","1"
"PE011079","Peru",0,1,0,NA,NA,74,4,"31","1"
"PE011080","Peru",1,1,0,NA,NA,80,5,"31","1"
"PE011081","Peru",0,1,0,NA,NA,NA,4,"31","1"
"PE011082","Peru",NA,1,0,NA,NA,NA,11,"31","1"
"PE011083","Peru",1,1,0,NA,NA,72,5,"31","1"
"PE011084","Peru",1,1,0,NA,NA,75,7,"31","1"
"PE011085","Peru",1,1,0,NA,NA,71,6,"31","1"
"PE011086","Peru",0,1,0,NA,NA,75,9,"31","1"
"PE011087","Peru",1,1,0,NA,NA,87,6,"32","1"
"PE011088","Peru",NA,1,0,NA,NA,NA,8,"31","1"
"PE011089","Peru",1,1,0,NA,NA,42,5,"31","1"
"PE011090","Peru",0,1,0,NA,NA,64,3,"31","1"
"PE011091","Peru",1,1,0,NA,NA,66,5,"31","1"
"PE011092","Peru",1,1,0,NA,NA,66,3,"31","1"
"PE011093","Peru",0,1,0,NA,NA,NA,5,"31","1"
"PE011094","Peru",0,1,0,NA,NA,51,4,"31","1"
"PE011095","Peru",0,1,0,NA,NA,74,4,"31","1"
"PE011096","Peru",0,1,0,NA,NA,71,6,"31","1"
"PE011097","Peru",0,1,0,NA,NA,77,6,"31","1"
"PE011098","Peru",0,1,0,NA,NA,49,4,"31","1"
"PE011099","Peru",0,1,0,NA,NA,50,14,"31","1"
"PE011100","Peru",0,1,0,NA,NA,60,5,"31","2"
"PE021001","Peru",0,1,0,NA,NA,39,4,"31","2"
"PE021002","Peru",0,1,0,NA,NA,40,3,"31","2"
"PE021003","Peru",1,1,0,NA,NA,60,4,"31","2"
"PE021004","Peru",1,1,0,NA,NA,47,5,"31","2"
"PE021005","Peru",1,1,0,NA,NA,50,5,"31","2"
"PE021006","Peru",1,1,0,NA,NA,69,8,"31","2"
"PE021007","Peru",0,1,0,NA,NA,56,4,"31","1"
"PE021009","Peru",0,1,0,NA,NA,59,4,"31","1"
"PE021010","Peru",1,1,0,NA,NA,46,4,"31","1"
"PE021011","Peru",0,1,0,NA,NA,53,7,"31","1"
"PE021012","Peru",1,1,0,NA,NA,39,5,"31","1"
"PE021013","Peru",1,1,0,NA,NA,51,4,"31","1"
"PE021014","Peru",0,1,0,NA,NA,55,6,"31","1"
"PE021015","Peru",1,1,0,NA,NA,14,5,"31","1"
"PE021016","Peru",0,1,0,NA,NA,40,4,"31","1"
"PE021017","Peru",1,1,0,NA,NA,60,4,"31","1"
"PE021018","Peru",0,1,0,NA,NA,69,3,"31","1"
"PE021019","Peru",0,1,0,NA,NA,46,4,"31","1"
"PE021020","Peru",1,1,0,NA,NA,35,5,"31","1"
"PE021021","Peru",1,1,0,NA,NA,NA,6,"31","1"
"PE021022","Peru",1,1,0,NA,NA,61,7,"31","1"
"PE021023","Peru",1,1,0,NA,NA,38,4,"31","1"
"PE021024","Peru",0,1,0,NA,NA,69,7,"31","1"
"PE021025","Peru",0,1,0,NA,NA,66,5,"31","1"
"PE021026","Peru",1,1,0,NA,NA,60,5,"31","1"
"PE021027","Peru",1,1,0,NA,NA,52,7,"31","1"
"PE021028","Peru",1,1,0,NA,NA,51,7,"31","1"
"PE021029","Peru",1,1,0,NA,NA,54,6,"31","1"
"PE021030","Peru",0,1,0,NA,NA,47,8,"31","1"
"PE021031","Peru",1,1,0,NA,NA,56,6,"31","1"
"PE021032","Peru",0,1,0,NA,NA,62,5,"31","1"
"PE021033","Peru",1,1,0,NA,NA,60,5,"31","1"
"PE021034","Peru",1,1,0,NA,NA,56,4,"31","1"
"PE021035","Peru",1,1,0,NA,NA,49,4,"31","1"
"PE021036","Peru",0,1,0,NA,NA,59,6,"31","1"
"PE021037","Peru",1,1,0,NA,NA,55,6,"31","1"
"PE021038","Peru",1,1,0,NA,NA,71,4,"31","1"
"PE021039","Peru",0,1,0,NA,NA,59,4,"31","1"
"PE021040","Peru",1,1,0,NA,NA,74,4,"31","1"
"PE021041","Peru",0,1,0,NA,NA,68,4,"31","1"
"PE021042","Peru",0,1,0,NA,NA,65,5,"31","1"
"PE021043","Peru",1,1,0,NA,NA,75,5,"31","1"
"PE021044","Peru",0,1,0,NA,NA,61,5,"31","1"
"PE021045","Peru",0,1,0,NA,NA,68,5,"31","1"
"PE021046","Peru",1,1,0,NA,NA,57,9,"31","1"
"PE021047","Peru",0,1,0,NA,NA,56,7,"31","1"
"PE021048","Peru",0,1,0,NA,NA,72,4,"31","1"
"PE021049","Peru",1,1,0,NA,NA,51,5,"31","1"
"PE021050","Peru",1,1,0,NA,NA,61,5,"31","1"
"PE021051","Peru",1,1,0,NA,NA,66,6,"31","1"
"PE021052","Peru",0,1,0,NA,NA,46,9,"31","1"
"PE021053","Peru",0,1,0,NA,NA,54,3,"31","1"
"PE021054","Peru",1,1,0,NA,NA,71,4,"31","1"
"PE021055","Peru",1,1,0,NA,NA,72,4,"31","1"
"PE021056","Peru",1,1,0,NA,NA,34,6,"31","1"
"PE021057","Peru",1,1,0,NA,NA,NA,6,"31","1"
"PE021058","Peru",1,1,0,NA,NA,51,4,"31","1"
"PE021059","Peru",0,1,0,NA,NA,64,5,"31","1"
"PE021060","Peru",0,1,0,NA,NA,64,4,"31","1"
"PE021061","Peru",0,1,0,NA,NA,57,5,"31","1"
"PE021062","Peru",0,1,0,NA,NA,65,4,"31","1"
"PE021063","Peru",0,1,0,NA,NA,63,3,"31","1"
"PE021064","Peru",NA,1,0,NA,NA,NA,7,"31","1"
"PE021065","Peru",0,1,0,NA,NA,60,8,"31","1"
"PE021066","Peru",1,1,0,NA,NA,64,5,"31","1"
"PE021067","Peru",0,1,0,NA,NA,52,8,"31","1"
"PE021068","Peru",0,1,0,NA,NA,65,6,"31","1"
"PE021069","Peru",0,1,0,NA,NA,73,7,"31","1"
"PE021070","Peru",1,1,0,NA,NA,74,4,"31","1"
"PE021071","Peru",1,1,0,NA,NA,75,4,"31","1"
"PE021072","Peru",0,1,0,NA,NA,68,11,"31","1"
"PE021073","Peru",0,1,0,NA,NA,58,4,"31","1"
"PE021074","Peru",1,1,0,NA,NA,58,4,"31","1"
"PE021075","Peru",1,1,0,NA,NA,72,10,"31","1"
"PE021076","Peru",0,1,0,NA,NA,62,4,"31","1"
"PE021077","Peru",0,1,0,NA,NA,NA,4,"31","1"
"PE021078","Peru",1,1,0,NA,NA,69,7,"31","1"
"PE021079","Peru",1,1,0,NA,NA,75,3,"31","1"
"PE021080","Peru",1,1,0,NA,NA,46,4,"31","1"
"PE021081","Peru",0,0,1,NA,NA,21,5,"31","1"
"PE021082","Peru",1,1,0,NA,NA,56,4,"31","1"
"PE021083","Peru",0,1,0,NA,NA,30,5,"31","1"
"PE021084","Peru",1,1,0,NA,NA,69,5,"31","1"
"PE021086","Peru",0,1,0,NA,NA,56,5,"31","1"
"PE021087","Peru",0,1,0,NA,NA,67,4,"31","1"
"PE021088","Peru",1,1,0,NA,NA,74,3,"31","1"
"PE021089","Peru",1,1,0,NA,NA,69,5,"31","1"
"PE021090","Peru",1,1,0,NA,NA,66,4,"31","1"
"PE021091","Peru",1,1,0,NA,NA,44,7,"31","1"
"PE021092","Peru",0,1,0,NA,NA,73,5,"31","1"
"PE021093","Peru",0,1,0,NA,NA,79,4,"31","1"
"PE021094","Peru",1,1,0,NA,NA,71,4,"31","1"
"PE021095","Peru",1,1,0,NA,NA,54,7,"31","1"
"PE021096","Peru",0,1,0,NA,NA,71,8,"31","1"
"PE021097","Peru",0,1,0,NA,NA,64,6,"31","1"
"PE021098","Peru",1,1,0,NA,NA,43,4,"31","1"
"PE021099","Peru",0,1,0,NA,NA,77,4,"31","1"
"PE021100","Peru",1,1,0,NA,NA,65,5,"31","1"
"PE031002","Peru",1,1,0,NA,NA,10,11,"32","2"
"PE031003","Peru",0,1,0,NA,NA,5,4,"32","2"
"PE031004","Peru",1,1,0,NA,NA,33,5,"32","2"
"PE031005","Peru",1,0,1,NA,NA,NA,4,"32","2"
"PE031006","Peru",1,1,0,NA,NA,13,9,"32","2"
"PE031007","Peru",1,1,0,NA,NA,NA,7,"32","2"
"PE031008","Peru",1,1,0,NA,NA,43,5,"32","2"
"PE031009","Peru",1,1,0,NA,NA,5,7,"32","2"
"PE031011","Peru",0,1,0,NA,NA,5,9,"32","2"
"PE031012","Peru",1,1,0,NA,NA,37,8,"32","2"
"PE031013","Peru",1,1,0,NA,NA,59,6,"32","2"
"PE031014","Peru",0,1,0,NA,NA,18,5,"32","2"
"PE031015","Peru",1,1,0,NA,NA,57,5,"32","2"
"PE031016","Peru",1,1,0,NA,NA,66,6,"32","2"
"PE031017","Peru",1,1,0,NA,NA,60,5,"32","1"
"PE031018","Peru",1,1,0,NA,NA,NA,6,"31","1"
"PE031019","Peru",1,1,0,NA,NA,66,7,"32","1"
"PE031020","Peru",0,1,0,NA,NA,69,6,"32","2"
"PE031021","Peru",1,1,0,NA,NA,38,6,"32","2"
"PE031022","Peru",0,1,0,NA,NA,42,5,"32","2"
"PE031023","Peru",1,1,0,NA,NA,55,5,"32","1"
"PE031024","Peru",0,1,0,NA,NA,64,5,"32","1"
"PE031025","Peru",1,1,0,NA,NA,52,5,"32","1"
"PE031026","Peru",0,1,0,NA,NA,65,5,"32","1"
"PE031027","Peru",1,1,0,NA,NA,71,4,"32","1"
"PE031028","Peru",0,1,0,NA,NA,61,4,"32","1"
"PE031029","Peru",0,1,0,NA,NA,89,4,"31","1"
"PE031030","Peru",1,1,0,NA,NA,70,12,"31","1"
"PE031031","Peru",1,1,0,NA,NA,87,7,"32","1"
"PE031032","Peru",1,1,0,NA,NA,NA,6,"32","1"
"PE031033","Peru",1,1,0,NA,NA,71,4,"32","1"
"PE031034","Peru",0,1,0,NA,NA,68,10,"32","1"
"PE031035","Peru",1,1,0,NA,NA,70,3,"32","2"
"PE031036","Peru",1,1,0,NA,NA,57,5,"32","1"
"PE031037","Peru",1,1,0,NA,NA,NA,7,"32","1"
"PE031038","Peru",0,1,0,NA,NA,37,7,"32","1"
"PE031039","Peru",1,1,0,NA,NA,68,4,"32","1"
"PE031040","Peru",NA,1,0,NA,NA,NA,7,"32","1"
"PE031041","Peru",1,1,0,NA,NA,47,4,"32","1"
"PE031042","Peru",0,1,0,NA,NA,71,5,"31","1"
"PE031043","Peru",1,1,0,NA,NA,64,5,"32","1"
